Unnamed: 0,Zona,Ciudad,Precios,Direcciones,Dimensiones
344,3,3,"1,319,900","Pueblo Santa Maria Atzompa, Santa María Atzompa",- 68 m² tot. - 2 rec. - 1 baño - 1 estac.
345,3,3,"700,000","Bahía de Conejo, Santa María Huatulco",- 690 m² tot. - 4 rec. - 4 baños - 2 estac.
346,3,3,"5,200,000","Mazunte, Santa María Tonameca",- 932 m² tot. - 2 rec. - 1 baño - 2 estac.
347,3,3,"11,250,000","Barrio San Miguel 2a Sección, Tlalixtac de Cabrera",- 725 m² tot. - 5 rec. - 3 baños - 3 estac.
348,3,3,"5,890,000","Santa María Huatulco, Oaxaca",- 450 m² tot. - 3 rec. - 4 baños - 2 estac.
349,3,3,"5,500,000","Barrio San Antonio, Tlalixtac de Cabrera",- 945 m² tot. - 6 rec. - 4 baños - 2 estac.
350,3,3,"12,000,000","Centro, Oaxaca de Juárez",- 443 m² tot. - 5 rec. - 2 baños
351,3,3,"5,500,000","Tlalixtac de Cabrera, Oaxaca",- 600 m² tot. - 5 rec. - 4 baños - 2 estac.
352,3,3,"2,300,000","Rancho o rancheria El Zapotalito, Villa de Tututepec de Melchor Ocampo",- 576 m² tot. - 2 rec. - 1 baño - 1 estac.
353,3,3,"5,350,000","Puerto Escondido Centro, San Pedro Mixtepec",- 289 m² tot. - 2 rec. - 1 baño - 3 estac.
354,3,3,"450,000","Marinero, Santa María Colotepec",- 161 m² tot. - 3 rec. - 4 baños - 1 estac.
355,3,3,"1,595,000","Laguna Encantada, Santa María Colotepec",- 2399 m² tot. - 4 rec. - 4 baños - 2 estac.
356,3,3,"2,800,000","Rancho o rancheria Barra Copalita, San Miguel del Puerto",- 500 m² tot. - 2 rec. - 2 baños - 3 estac.
357,3,3,"2,800,000","Fernando Gómez Sandoval, Santa Lucía del Camino",- 122 m² tot. - 2 rec. - 2 baños - 1 estac.
358,3,3,"12,600,000","Sector N, Santa María Huatulco",- 475 m² tot. - 4 rec. - 5 baños - 2 estac.
359,3,3,"5,700,000","San Felipe Del Agua 1, Oaxaca de Juárez",- 185 m² tot. - 3 rec. - 3 baños - 3 estac.
360,3,3,"6,700,000","Fraccionamiento Fraile, Tlalixtac de Cabrera",- 245 m² tot. - 3 rec. - 2 baños - 2 estac.
361,3,3,"850,000","Pueblo San Francisco Lachigolo, San Francisco Lachigoló",- 3753 m² tot. - 3 rec. - 4 baños - 8 estac.
362,3,3,"6,000,000","Ejido Guadalupe Victoria , Oaxaca de Juárez",- 185 m² tot. - 3 rec. - 3 baños - 2 estac.
363,3,3,"2,500,000","Los Álamos, Oaxaca de Juárez",- 120 m² tot. - 4 rec. - 2 baños - 1 estac.
364,3,3,"11,000,000","Ejido Guadalupe Victoria , Oaxaca de Juárez",- 520 m² tot. - 5 rec. - 5 baños - 3 estac.
365,3,3,"2,900,000","San Isidro Monjas, Santa Cruz Xoxocotlán",- 240 m² tot. - 3 rec. - 2 baños - 2 estac.
366,3,3,"7,800,000","San FELIPE, Oaxaca de Juárez",- 252 m² tot. - 3 rec. - 3 baños - 2 estac.
367,3,3,"447,000","Sector M, Santa María Huatulco",- 438 m² tot. - 3 rec. - 3 baños - 1 estac.
368,3,3,"4,200,000","Santo Domingo Tomaltepec, Oaxaca",- 513 m² tot. - 4 rec. - 3 baños - 4 estac.
369,3,3,"10,500,000","Pueblo Tlalixtac de Cabrera, Tlalixtac de Cabrera",- 1000 m² tot. - 3 rec. - 2 baños - 5 estac.
370,3,3,"6,800,000","Puerto Escondido Centro, San Pedro Mixtepec",- 393 m² tot. - 4 rec. - 4 baños - 3 estac.
371,3,3,"1,300,000","Santa María Atzompa, Oaxaca",- 71 m² tot. - 2 rec. - 2 baños - 1 estac.
372,3,3,"8,950,000","San Felipe Del Agua 1, Oaxaca de Juárez",- 270 m² tot. - 5 rec. - 3 baños - 2 estac.
373,3,3,"1,342,000","San Pedro Pochutla, Oaxaca",- 3788 m² tot. - 1 rec. - 1 baño - 16 estac.
374,3,3,"1,950,000","San Isidro Monjas, Santa Cruz Xoxocotlán",- 104 m² tot. - 3 rec. - 2 baños - 1 estac.
375,3,3,"10,900,000","Sector F, Santa María Huatulco",- 400 m² tot. - 3 rec. - 3 baños - 1 estac.
376,3,3,"6,350,000","Oaxaca de Juárez, Oaxaca",- 200 m² tot. - 4 rec. - 5 baños - 2 estac.
377,3,3,"5,500,000","Puerto Escondido Centro, San Pedro Mixtepec",- 279 m² tot. - 1 baño - 1 estac.
378,3,3,"22,000,000","San Pablo Etla, Oaxaca",- 2170 m² tot. - 3 rec. - 3 baños - 2 estac.
379,3,3,"8,500,000","Emiliano Zapata, Santa María Colotepec",- 250 m² tot. - 3 rec. - 4 baños - 2 estac.
380,3,3,"11,600,000","Sector N, Santa María Huatulco",- 478 m² tot. - 3 rec. - 3 baños - 1 estac.
381,3,3,"4,500,000","Reforma, Oaxaca de Juárez",- 161 m² tot. - 2 rec. - 2 baños
382,3,3,"7,500,000","Zicatela, Santa María Colotepec",- 309 m² tot. - 3 rec. - 3 baños
383,3,3,"1,800,000","Pueblo San Pedro Mixtepec, San Pedro Mixtepec -Dto. 26 -",- 349 m² tot. - 4 rec. - 4 baños - 1 estac.
384,3,3,"8,900,000","San FELIPE, Oaxaca de Juárez",- 350 m² tot. - 4 rec. - 4 baños - 2 estac.
385,3,3,"14,990,000","Santa Cruz Sector A, Santa María Huatulco",- 446 m² tot. - 4 rec. - 4 baños
386,3,3,"2,800,000","San Miguel, San Carlos Yautepec",- 72 m² tot. - 3 rec. - 2 baños - 2 estac.
387,3,3,"15,000,000","Sector O, Santa María Huatulco",- 492 m² tot. - 6 rec. - 7 baños
388,3,3,"2,750,000","San Miguel, San Carlos Yautepec",- 43 m² tot. - 3 rec. - 2 baños - 2 estac.
389,3,3,"18,000,000","Bahía de Conejo, Santa María Huatulco",- 316 m² tot. - 5 rec. - 7 baños - 2 estac.
390,3,3,"9,400,000","La Mina, San Pedro Pochutla",- 290 m² tot. - 2 rec. - 2 baños - 1 estac.
391,3,3,"418,510","Centro, Oaxaca de Juárez",- 178 m² tot. - 3 rec. - 2 baños
392,3,3,"395,000","San Pedro Mixtepec -Dto. 22 Centro, San Pedro Mixtepec",- 264 m² tot. - 3 rec. - 3 baños - 1 estac.
393,3,3,"1,800,000","Balcones Tangolunda, Santa María Huatulco",- 539 m² tot. - 6 rec. - 6 baños - 1 estac.
394,3,3,"1,500,000","Fraccionamiento El Manantial, San Pablo Etla",- 90 m² tot. - 2 rec. - 2 baños - 2 estac.
395,3,3,"695,000","Guadalupe Victoria, Oaxaca de Juárez",- 290 m² tot. - 5 rec. - 3 baños - 2 estac.
396,3,3,"7,200,000","Pueblo Santa Maria Del Tule, Santa María del Tule",- 960 m² tot. - 3 rec. - 2 baños - 3 estac.
397,3,3,"490,000","Fraccionamiento El Sureste , San Juan Bautista Tuxtepec",- 250 m² tot. - 4 rec. - 2 baños - 1 estac.
398,3,3,"12,600,000","Santa Maria, Santa María Colotepec",- 527 m² tot. - 2 rec. - 3 baños - 2 estac.
399,3,3,"510,000","Guadalupe Victoria, Oaxaca de Juárez",- 200 m² tot. - 4 rec. - 3 baños - 2 estac.
400,3,3,"680,000","Centro, Oaxaca de Juárez",- 231 m² tot. - 4 rec. - 2 baños - 2 estac.
401,3,3,"690,000","Fraccionamiento La Fundición, Oaxaca de Juárez",- 300 m² tot. - 3 rec. - 2 baños - 2 estac.
402,3,3,"480,000","Lomas Los Pinos, Oaxaca de Juárez",- 250 m² tot. - 4 rec. - 3 baños - 2 estac.
403,3,3,"810,000","Fraccionamiento Los Álamos Infonavit, Oaxaca de Juárez",- 370 m² tot. - 4 rec. - 3 baños - 2 estac.
404,3,3,"480,000","Fraccionamiento La Loma, Oaxaca de Juárez",- 133 m² tot. - 4 rec. - 3 baños - 2 estac.
405,3,3,"500,000","San FELIPE, Oaxaca de Juárez",- 373 m² tot. - 4 rec. - 3 baños - 2 estac.
406,3,3,7,"Ejido Guadalupe Victoria , Oaxaca de Juárez",- 413 m² tot. - 3 rec. - 3 baños - 2 estac.
407,3,3,"690,000","BarrioTrinidad de Las  Huertas, Oaxaca de Juárez",- 155 m² tot. - 4 rec. - 3 baños - 2 estac.
408,3,3,"420,000","Fraccionamiento Vista Real, Santa Cruz Xoxocotlán",- 55 m² tot. - 1 baño
409,3,3,"1,390,000","La Paz, Santa Cruz Xoxocotlán",- 214 m² tot. - 3 rec. - 1 baño - 2 estac.
410,3,3,"750,000","Petrolera, Salina Cruz",- 274 m² tot. - 3 rec. - 2 baños - 1 estac.
411,3,3,"440,000","Santa Rosa Panzacola, Oaxaca de Juárez",- 54 m² tot. - 3 rec. - 2 baños - 1 estac.
412,3,3,"480,000","América Sur, Oaxaca de Juárez",- 210 m² tot. - 5 rec. - 3 baños - 2 estac.
413,3,3,"3,500,000","San Felipe Del Agua 1, Oaxaca de Juárez",- 4612 m² tot. - 6 rec. - 5 baños - 6 estac.
414,3,3,"4,000,000","San Felipe Del Agua 1, Oaxaca de Juárez",- 201 m² tot. - 3 rec. - 2 baños - 1 estac.
415,3,3,"630,000","Nuevo México, San Jacinto Amilpas",- 122 m² tot. - 3 rec. - 2 baños - 1 estac.
416,3,3,"895,000","Pueblo Huautepec, Huautepec",- 333 m² tot. - 2 rec. - 2 baños - 2 estac.
417,3,3,"899,000","Sector N, Santa María Huatulco",- 308 m² tot. - 4 rec. - 3 baños - 1 estac.
418,3,3,"27,500,000","Barrio El Faro, San Pedro Pochutla",- 1800 m² tot. - 3 rec. - 3 baños - 2 estac.
419,3,3,"13,000,000","Pueblo San Miguel Etla, San Juan Bautista Guelache",- 8400 m² tot. - 4 rec. - 3 baños - 10 estac.
420,3,3,"580,000","Guadalupe Victoria, Oaxaca de Juárez",- 250 m² tot. - 3 rec. - 2 baños - 2 estac.
421,3,3,"20,000,000","Reforma, Oaxaca de Juárez",- 685 m² tot. - 3 rec. - 4 baños - 2 estac.
422,3,3,"450,000","Reforma, Oaxaca de Juárez",- 368 m² tot. - 4 rec. - 3 baños - 2 estac.
423,3,3,"330,000","Fraccionamiento La Noria, Santo Domingo Tehuantepec",- 69 m² tot. - 1 rec. - 1 baño - 1 estac.
424,3,3,"590,000","Fraccionamiento Colinas de La Soledad, Oaxaca de Juárez",- 380 m² tot. - 5 rec. - 3 baños - 3 estac.
425,3,3,"427,700","Centro, Oaxaca de Juárez",- 268 m² tot. - 5 rec. - 3 baños - 2 estac.
426,3,3,"405,000","Centro, Oaxaca de Juárez",- 314 m² tot. - 4 rec. - 3 baños - 2 estac.
427,3,3,"460,000","La Fundición, Oaxaca de Juárez",- 326 m² tot. - 3 rec. - 2 baños - 2 estac.
428,3,3,"3,600,000","Fraccionamiento Lomas de Sierra Juárez , San Andrés Huayápam",- 190 m² tot. - 6 rec. - 3 baños - 1 estac.
429,3,3,"6,600,000","Oaxaca de Juárez, Oaxaca",- 147 m² tot. - 3 rec. - 3 baños - 2 estac.
430,3,3,"380,000","México, Loma Bonita",- 211 m² tot. - 3 rec. - 1 baño
431,3,3,"830,000","El Arrocito, Santa María Huatulco",- 1391 m² tot. - 4 rec. - 4 baños - 2 estac.
432,3,3,"6,000,000","Emiliano Zapata, Santa María Colotepec",- 460 m² tot. - 5 rec. - 4 baños
433,3,3,"403,000","Brisas de Zicatela, Santa María Colotepec",- 115 m² tot. - 2 rec. - 1 baño - 1 estac.
434,3,3,"595,000","Bahía de Conejo, Santa María Huatulco",- 779 m² tot. - 3 rec. - 3 baños
435,3,3,"489,000","Noche Buena, Santa Cruz Xoxocotlán",- 177 m² tot. - 4 rec. - 3 baños - 2 estac.
436,3,3,"540,000","América Sur, Oaxaca de Juárez",- 220 m² tot. - 5 rec. - 2 baños - 2 estac.
437,3,3,"645,000","Barrio Jalatlaco, Oaxaca de Juárez",- 245 m² tot. - 4 rec. - 2 baños - 1 estac.
438,3,3,"5,500,000","Puerto Escondido Centro, San Pedro Mixtepec",- 312 m² tot. - 3 rec. - 1 baño - 2 estac.
439,3,3,"16,000,000","Tlalixtac de Cabrera, Oaxaca",- 1291 m² tot. - 5 rec. - 6 baños - 10 estac.
440,3,3,"1,525,900","Pueblo Santa Maria Atzompa, Santa María Atzompa",- 77 m² tot. - 3 rec. - 2 baños - 1 estac.
441,3,3,"438,510","Oaxaca Centro, Oaxaca de Juárez",- 430 m² tot. - 3 rec. - 2 baños - 2 estac.
442,3,3,"3,700,000","San Francisco, Oaxaca de Juárez",- 216 m² tot. - 3 rec. - 2 baños - 2 estac.
443,3,3,"1,400,000","Fraccionamiento Los Pintores, San Jacinto Amilpas",- 95 m² tot. - 3 rec. - 2 baños - 1 estac.
444,3,3,"379,000","La Mina, San Pedro Pochutla",- 200 m² tot. - 2 rec. - 1 baño - 1 estac.
445,3,3,"550,000","San FELIPE, Oaxaca de Juárez",- 450 m² tot. - 4 rec. - 3 baños - 2 estac.
446,3,3,"510,000","Fraccionamiento La Loma, Oaxaca de Juárez",- 107 m² tot. - 3 rec. - 2 baños - 2 estac.
447,3,3,"2,900,000","Pueblo Santa Cruz Amilpas, Santa Cruz Amilpas",- 127 m² tot. - 4 rec. - 3 baños - 2 estac.
448,3,3,"1,900,000","Congregacion Santa Rosa de Lima, Villa de Tututepec de Melchor Ocampo",- 500 m² tot. - 2 rec. - 1 baño - 1 estac.
449,3,3,"520,000","San FELIPE, Oaxaca de Juárez",- 340 m² tot. - 4 rec. - 2 baños - 2 estac.
